Q_ID,Domain,Question,Answer,Difficulty,Source
727,SWE,"Consider the following partial class specifications:
class GroceryOrder {
 // Each order includes a map of
 // items which have been ordered.
 protected GroceryBill bill;
 protected Map<GroceryItem,Integer>
 itemCount;
 protected double totalAmount;
 protected int totalItems;
 /**
 * Add an item to the map.
 * @pre newItem != null
 * @post newItem’s count incremented
 * @post totalItems incremented
 */
 public void addItem(
 GroceryItem newItem) {…}
 /**
 * Compute current bill.
 * @pre true
 * @post getAmount() >= 0
 */
 public void computeBill() {…}
 /**
 * Finalize order.
 * @pre totalItems > 0
 * @post getAmount >= 0
 */
 public void checkOut() {…}
 /**
 * Gets total amount of order.
 * @pre true
 * @returns totalAmount
 */
 public double getAmount() {…}
}
class DeliveredGroceryOrder
 extends GroceryOrder {
 // orders which will be delivered to
 // customer’s home use a special
 // delivery inventory, have a minimum
 // order and a delivery charge is added.
 private static final double
MinDeliveryCharge = 5.00;
 private static final double
MinOrderAmount = 25.00;
 private List<GroceryItem> delivInventory;
 // list of deliverable items
 /**
 * @pre newItem != null &&
 * delivInventory.contains( newItem )
 * @post newItem's count incremented
 * @post totalItems incremented
 */
 public void addItem(GroceryItem newItem) {…}
 /**
 * Compute bill including delivery charge.
 * @pre true
 * @post getAmount() >= MinDeliveryCharge
 */
 public void computeBill()
 {…}
 /**
 * Finalize order.
 * @pre totalItems > 0
 * @pre getAmount() >= MinOrderAmount
 * @post getAmount() >= MinOrderAmount
 * + MinDeliveryCharge
 */
 public void checkOut() {…}
}
a) Complete the following table inserting the word ""same"", ""weaker"" or ""stronger"" for the preand postcondition of each method of the DeliveredGroceryOrder class to indicate
whether the condition is the same, weaker or stronger than the corresponding condition in
the super class.
precondition postcondition
addItem
computeBill
checkOut
 b) Is DeliveredGroceryOrder a proper subtype of GroceryOrder according to the Liskov
Substitution Principle? Briefly explain your answer.","a)
precondition postcondition
addItem stronger same
computeBill same stronger
checkOut stronger stronger
b) DeliveredGroceryOrder is not a proper subtype of GroceryOrder according to the LSP because the
preconditions on addItem and checkout are stronger. For the LSP to hold, preconditions in the
subclass must be weaker (or the same) and postconditions must be stronger (or the same).",Medium,'
728,SWE,"Consider a class that represents a ticket purchased for an event at a theatre.
class TheatreTicket {
 // The price of the ticket
 private double price;
 // The location of the seat for which the ticket has been bought
 private int row;
 private int seat;


 /**
 * Set the price of a ticket
 * @pre true
 * @post the ticket’s price = amount
 * @throws IllegalValueException (a runtime exception) when price <= 0
 */
 public void setPrice( double amount ) { … }
 /**
 * Set the location of the seat for which the ticket is purchased
 * @pre 0 < theRow <= 50 AND 0 < theSeat <= 100
 * @post the ticket’s row = theRow AND the ticket’s seat = theSeat
 */
 public void setLocation( int theRow, int theSeat ) { … }
 // The rest of the class is not shown
}
a. List the equivalence classes for the amount parameter of the setPrice method.
b. Write four test cases that result from applying the equivalence class partitioning and
boundary condition technique to the setLocation method. Your test cases must include at
least one typical case and at least one boundary case. For each test case, indicate the type of
the test case (i.e. typical or boundary).","a. amount > 0
amount <= 0
b. Some sample test cases (others were possible):
 1) theRow=25, theSeat = 50; typical
 2) theRow=1, theSeat = 1; boundary
 3) theRow=50, theSeat = 10; boundary
 4) theRow=49, theSeat = 1; boundary",Medium,'
729,SWE,"Using the methods in the Java Collection Framework, write a method
public static <E> void deleteAll(List<E> list, E obj)
which iterates through the list using an Iterator and deletes all the occurrences of the
object obj (i.e. all objects that are equals to obj). What is the time complexity of your
implementation in the cases that the method is passed an ArrayList and a LinkedList?","public static <E> void deleteAll(List<E> list, E obj ){
Iterator<E> itr = list.iterator();
while ( itr.hasNext() ) {
if ( obj.equals( itr.next() )
itr.remove();
}
}
This operation take O(n) time for LinkedList and O(n2
) for an ArrayList. ",Easy,'
730,SWE,"Using the methods in the Java Collection Framework, write a method
public static <E> List<Integer> getIndices(List<E> col, E obj)
which returns a list of the indices of the list that contain an occurrence of the object obj. ","public static <E> List<Integer> getIndices(List<E> lst, E obj) {
List<Integer> result = new ArrayList<Integer>();
ListIterator<E> itr = lst.listIterator();
while ( itr.hasNext() ) {
if ( obj.equals( itr.next() ) )
result.add(itr.previousIndex());
}
return result;
}
This operation take O(n) time. ",Easy,'
731,SWE,"Using the methods in the Java Collection Framework, write a method
public static <E> List<E> subst(List<E> list,E old,E new)
which accepts a list list, and two objects of type E and returns a new list containing the
elements in ","public static <E> List<E> subst(List<E> list,E old, E new) {
List<E> newlist = new ArrayList<E>();
Iterator<E> itr = list.iterator();
while ( itr.hasNext() ) {
 E nextElt = itr.next();
 if (nextElt.equals(old))
 newlist.add(new);
 else
 newlist.add( nextElt );
}
return newlist;
}",Easy,'
732,SWE,"Based on the class structure on page 2, implement
 public void addItem(GroceryItem newItem)
 which increments the count for newItem in the map itemCount. (Hint: you need to do
something different when newItem is in the map and when it isn’t).","public void addItem(GroceryItem newItem){
Integer count = itemCount.get(newItem);
if(count == null){
itemCount.put(newItem,1);
}
else
itemCount.put(newItem,count++);
totalItems++;
}",Easy,'
733,SWE,"Assume that a Dog class is defined as following:
public class Dog {
private String breed;
private String name;
private String gender;
public Dog(String aBreed, String aName, String aGender)
{ … }
public String getBreed() { … }
public String getName() { … }
public String getGender() { … }
/* Two Dog objects are equal if they have equal breeds,
genders, and names.
 */
public boolean equals(Object o) {…)
public int hashCode() { … }
…
}
Write the code for the equals method of this class.","public boolean equals( Object o ) {
if ( o == null )
return false;
if ( getClass() != o.getClass() )
return false;
Dog d = (Dog) o ;
return breed.equals(d.breed) && name.equals(d.name)
 && gender.equals(d.gender);
}",Easy,
734,SWE,"Given an arraylist of objects that are in a class that implement the Comparable interface,
suppose the elements of the arraylist are sorted in ascending order according to
compareTo. Write a recursive method to determine whether a give object is a member of
the arraylist. Your method should run in O(log n) time, where n is the length of the
arraylist. [In the exam, the API for standard classes used will be given in the appendix].
Hint: think about when to stop. Think about dividing the arraylist in half; if the element is
in the arraylist, which half would it be in? [First write a non-generic version, for example,
using String. Then write a generic version; note that the generic version is more difficult
than would be asked in an exam.]","Here is a solution that works on lists of strings
public static boolean findElt(List<String> sortedList, String elt){
int midpoint = sortedList.size()/2;
// base case
if (elt.equals(sortedList.get(midpoint)))
return true;
else if (sortedList.size()==1)
return false;
else if (elt.compareTo(sortedList.get(midpoint)) <0)
// recursive step
return findElt(sortedList.subList(0,midpoint),elt);
else
return
findElt(sortedList.subList(midpoint,sortedList.size()),elt);
}
Or a more generic answer:
public static <E extends Comparable<? super E>> boolean findElt
(List<E> sortedList, E elt) {
int midpoint = sortedList.size()/2;
// base case
if (elt.equals(sortedList.get(midpoint)))
return true;
else if (sortedList.size()==1)
return false;
else if (elt.compareTo(sortedList.get(midpoint)) <0)
// recursive step
return findElt(sortedList.subList(0,midpoint),elt);
else
return
findElt(sortedList.subList(midpoint,sortedList.size()),elt);
}",Medium,"https://www.cs.ubc.ca/~gabrielm/211/exams/FinalPracticeExercises-10w.pdf
https://www.cs.ubc.ca/~gabrielm/211/exams/FinalPracticeExercises-Solutions-10w.pdf"
735,SWE,"Provide an implementation for the following utility method named removeValuesFromMap
that takes a Map<K,V> and an item of type V as its only parameters and that removes all the
key-value pairs for which the value is equal to item. Assume that the equals() method has
been overridden for objects of type V.
public static <K,V> void removeValuesFromMap(Map<K,V> data, V item)
{
Write a method that is like the previous method, but returns a new map that contains all keyvalue of the original map except those where the value is item. The map that is the argument
must not be modified.","public static <K,V> void removeValuesFromMap( Map<K,V> data, V item )
 {
Set<K> keys = data.keySet();
Iterator<K> itr = keys.iterator();
while( itr.hasNext() )
{
K next = itr.next();
if( data.get( next ).equals( item ) )
itr.remove();
}
}


3. public static <K,V> Map<K,V> removeValuesInNewMap(Map<K,V> data, V item)
 {
 Map<K, V> newData = new HashMap<K, V>();

 Set<K> keys = data.keySet();
 Iterator<K> itr = keys.iterator();

 while(itr.hasNext())
 {
 K next = itr.next();
 V nextValue = data.get(next);
 if (nextValue.equals(item) == false)
 newData.put(next, nextValue);

 }
 return newData;
 }
 Or, you can do it with a foreach loop: 

public static <K,V> Map<K,V> removeValuesInNewMap(Map<K,V> data, V item)
 {
 Map<K, V> newData = new HashMap<K, V>();

 Set<K> keys = data.keySet();

 for (K next : keys)
 {
 V nextValue = data.get(next);
 if (nextValue.equals(item) == false)
 newData.put(next, nextValue);
}
 return newData;
 }",Medium,'
736,SWE,"After learning about threads, John decided to use them in a sorting program he was writing
for another assignment. His idea is to create a thread that will sort an array of numbers at the
same time that the main program is executing. He came up with the following program.
public class Sorter extends Thread {
private int[] data = null;
public Sorter( int[] data) {
this.data = data;
}
public void run() {
// Sort the data; This code is correct
for (int i = 0; i < data.length – 1; i++)
for (int j = 0; j < data.length – 1; j++)
if (data[j] < data[i]) {
int tmp = data[i];
data[i] = data[j];
data[j] = tmp;
}
}
public static void main( String args[] ) {
int[] data = new int[10];
// generate some random data to test
for (int i = 0; i < data.length ; i++)
data[i] = (int) (Math.random() * 100);
Sorter x = new Sorter(data);
x.start();
for (int i = 0; i < data.length ; i++)
System.out.println( data[i] );
}
}
The program is acting weird. The numbers printed out are sometimes sorted, sometimes are
partially sorted, and sometimes are not sorted at all. Find out what is wrong with this
program and what you need to do to fix it. Note that since sometimes the program prints the
numbers sorted, you can assume that the sort routine is working correctly.","The problem with the code is that the main thread doesn’t necessarily wait until the other thread
finishes before it begins printing the data. If we put a join statement for the sorting thread before
printing the data then the main thread will wait until the sorting is done to print the values in the arrays. 
7
Therefore we insert the following statements after the x.start() call (and before the print) in the
main method:
try {
x.join();
}
catch( InterruptedException e ) { } ",Medium,'
